title,genres,budget,revenue,vote_average,vote_count,release_date,popularity,runtime,year,roi,main_genre
Mary Reilly,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",47000000.0,12379402.0,5.7,74,1996-02-23,6.067212,104.0,1996.0,0.2633915319148936,
My Best Friend's Wedding,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",38000000.0,299288605.0,6.3,584,1997-06-19,15.401855,105.0,1997.0,7.876015921052631,
America's Sweethearts,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,5.5,252,2001-07-17,10.698929,102.0,2001.0,,
Insomnia,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",46000000.0,113714830.0,6.8,1148,2002-05-24,41.322708,118.0,2002.0,2.4720615217391306,
Star Trek: First Contact,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",46000000.0,150000000.0,7.0,661,1996-11-21,25.6713,111.0,1996.0,3.260869565217391,
Jonah Hex,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",47000000.0,10539000.0,4.4,420,2010-06-18,22.581313,80.0,2010.0,0.2242340425531915,
Courage Under Fire,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10752, ""name"": ""War""}]",46000000.0,100860818.0,6.2,232,1996-07-04,12.971122,117.0,1996.0,2.1926264782608698,
Liar Liar,"[{""id"": 35, ""name"": ""Comedy""}]",45000000.0,181000000.0,6.4,1424,1997-03-21,26.721386,86.0,1997.0,4.022222222222222,
The Infiltrator,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,15436808.0,6.6,573,2016-07-13,24.672234,127.0,2016.0,0.61747232,
Inchon,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",46000000.0,5200000.0,6.5,2,1981-05-04,0.146783,140.0,1981.0,0.11304347826086956,
The Flintstones,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",46000000.0,341631208.0,5.0,543,1994-05-26,28.964162,91.0,1994.0,7.426765391304348,
Taken 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,376141306.0,6.1,2757,2012-09-27,49.353524,91.0,2012.0,8.358695688888888,
Scary Movie 3,"[{""id"": 35, ""name"": ""Comedy""}]",48000000.0,220673217.0,5.8,912,2003-10-24,36.585509,84.0,2003.0,4.5973586875,
Miss Congeniality,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",45000000.0,212000000.0,6.1,961,2000-12-14,32.624355,111.0,2000.0,4.711111111111111,
Journey to the Center of the Earth,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",45000000.0,101702060.0,5.8,1309,2008-07-10,53.090422,93.0,2008.0,2.2600457777777776,
The Princess Diaries 2: Royal Engagement,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",40000000.0,95149435.0,6.0,697,2004-08-06,30.002907,113.0,2004.0,2.378735875,
The Pelican Brief,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",45000000.0,195268056.0,6.3,371,1993-12-16,17.923254,141.0,1993.0,4.339290133333333,
The Client,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",45000000.0,117615211.0,6.4,278,1994-07-20,17.746719,119.0,1994.0,2.6136713555555557,
The Bucket List,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",45000000.0,175372502.0,7.0,1111,2007-12-25,31.305336,97.0,2007.0,3.8971667111111112,
Patriot Games,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",45000000.0,178051587.0,6.3,433,1992-06-04,19.637704,117.0,1992.0,3.9567019333333335,
Monster-in-Law,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",43000000.0,154749918.0,5.6,406,2005-05-13,10.411996,101.0,2005.0,3.5988353023255812,
Prisoners,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",46000000.0,122126687.0,7.9,3085,2013-09-18,88.496873,153.0,2013.0,2.6549279782608695,
Training Day,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,104876233.0,7.3,1634,2001-10-05,52.081131,122.0,2001.0,2.3305829555555557,
Galaxy Quest,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",45000000.0,90683916.0,6.9,710,1999-12-23,30.816341,102.0,1999.0,2.0151981333333335,
Scary Movie 2,"[{""id"": 35, ""name"": ""Comedy""}]",45000000.0,141220678.0,5.4,982,2001-07-04,35.376971,83.0,2001.0,3.138237288888889,
The Muppets,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",45000000.0,165184237.0,6.5,501,2011-11-22,17.047276,103.0,2011.0,3.6707608222222223,
Blade,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",45000000.0,131183530.0,6.5,1905,1998-08-21,43.815492,120.0,1998.0,2.9151895555555556,
Coach Carter,"[{""id"": 18, ""name"": ""Drama""}]",30000000.0,76669806.0,7.3,496,2005-01-14,23.234651,136.0,2005.0,2.5556602,
Changing Lanes,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,94935764.0,5.9,299,2002-04-07,17.270539,89.0,2002.0,2.1096836444444445,
Anaconda,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,136885767.0,4.7,610,1997-04-11,27.684779,89.0,1997.0,3.041905933333333,
Coyote Ugly,"[{""id"": 35, ""name"": ""Comedy""}]",45000000.0,113916474.0,5.8,575,2000-07-30,26.79781,100.0,2000.0,2.5314772,
Love Actually,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",40000000.0,244931766.0,7.0,1869,2003-09-07,37.073127,135.0,2003.0,6.12329415,
A Bug's Life,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",120000000.0,363258859.0,6.8,2303,1998-11-25,87.350802,95.0,1998.0,3.0271571583333334,
From Hell,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",35000000.0,74558115.0,6.6,741,2001-10-19,26.134678,122.0,2001.0,2.1302318571428573,
The Specialist,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,170362582.0,5.5,313,1994-10-07,16.582709,110.0,1994.0,3.7858351555555556,
Tin Cup,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",45000000.0,53854588.0,5.9,150,1996-08-16,10.731574,135.0,1996.0,1.1967686222222222,
"Yours, Mine and Ours","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,,6.2,26,1968-04-24,2.094151,111.0,1968.0,,
Kicking & Screaming,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",45000000.0,56070433.0,5.6,176,2005-05-13,8.99269,95.0,2005.0,1.2460096222222221,
The Hitchhiker's Guide to the Galaxy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",50000000.0,104478416.0,6.6,1315,2005-01-15,51.742065,109.0,2005.0,2.08956832,
Fat Albert,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,,4.3,69,2004-12-12,7.157635,93.0,2004.0,,
Resident Evil: Extinction,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",45000000.0,148412065.0,6.1,1292,2007-09-20,12.06538,94.0,2007.0,3.298045888888889,
Blended,"[{""id"": 35, ""name"": ""Comedy""}]",40000000.0,123494610.0,6.6,1006,2014-05-21,44.120328,117.0,2014.0,3.08736525,
Last Holiday,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",45000000.0,38399961.0,6.4,119,2006-01-13,6.156015,112.0,2006.0,0.8533324666666666,
The River Wild,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,,6.1,210,1994-09-30,12.362876,111.0,1994.0,,
The Indian in the Cupboard,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",45000000.0,,5.9,134,1995-07-14,11.095914,96.0,1995.0,,
Savages,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,82966152.0,6.2,766,2012-07-06,31.856589,131.0,2012.0,1.8436922666666666,
Cellular,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,56422687.0,6.1,537,2004-09-06,24.459948,94.0,2004.0,2.25690748,
Johnny English,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",40000000.0,160583018.0,6.0,852,2003-04-06,28.029015,88.0,2003.0,4.01457545,
The Ant Bully,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",50000000.0,55181129.0,5.5,366,2006-07-27,20.239061,88.0,2006.0,1.10362258,
Dune,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",40000000.0,30925690.0,6.5,562,1984-12-14,25.876582,137.0,1984.0,0.77314225,
Across the Universe,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,,7.1,410,2007-09-14,11.872841,133.0,2007.0,,
Revolutionary Road,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",35000000.0,75225693.0,6.7,796,2008-12-19,20.360549,119.0,2008.0,2.1493055142857145,
16 Blocks,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",55000000.0,65664721.0,6.2,661,2006-03-01,32.31022,105.0,2006.0,1.1939040181818181,
Babylon A.D.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",70000000.0,72108608.0,5.4,676,2008-08-20,27.568194,101.0,2008.0,1.0301229714285713,
The Glimmer Man,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,,4.7,100,1996-10-04,6.250282,92.0,1996.0,,
Multiplicity,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",45000000.0,,5.5,154,1996-07-19,11.120344,117.0,1996.0,,
Aliens in the Attic,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",45000000.0,57881056.0,5.3,244,2009-07-31,13.707183,86.0,2009.0,1.286245688888889,
The Pledge,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",35000000.0,29400000.0,6.5,215,2001-01-09,12.495436,123.0,2001.0,0.84,
The Producers,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",45000000.0,38058335.0,6.1,151,2005-12-25,6.803965,134.0,2005.0,0.8457407777777778,
The Phantom,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",45000000.0,17300889.0,4.7,136,1996-06-06,9.025236,100.0,1996.0,0.3844642,
All the Pretty Horses,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",57000000.0,,5.8,60,2000-12-11,7.524671,117.0,2000.0,,
Nixon,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",44000000.0,13681765.0,7.1,71,1995-12-22,3.770161,192.0,1995.0,0.31094920454545455,
The Ghost Writer,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",45000000.0,60222298.0,6.7,670,2010-02-12,21.118196,128.0,2010.0,1.3382732888888889,
Deep Rising,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",45000000.0,11203026.0,6.0,154,1998-01-30,6.513856,106.0,1998.0,0.24895613333333333,
Miracle at St. Anna,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",45000000.0,9323833.0,6.3,90,2008-09-15,11.387408,160.0,2008.0,0.20719628888888889,
Curse of the Golden Flower,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",110.0,,6.6,203,2006-12-21,9.950505,114.0,2006.0,,
Bangkok Dangerous,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,42487390.0,5.0,332,2008-08-21,14.813057,99.0,2008.0,0.9441642222222222,
Big Trouble,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",40000000.0,8493890.0,6.3,80,2002-04-05,5.201688,85.0,2002.0,0.21234725,
Love in the Time of Cholera,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",45000000.0,4607608.0,6.4,81,2007-10-04,5.361699,139.0,2007.0,0.10239128888888889,
Shadow Conspiracy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,2154540.0,4.0,11,1997-01-31,3.848893,103.0,1997.0,0.04787866666666667,
Johnny English Reborn,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",45000000.0,160078586.0,6.0,1007,2011-09-15,35.6585,101.0,2011.0,3.5573019111111113,
Foodfight!,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",65000000.0,73706.0,2.3,28,2012-06-15,5.258726,87.0,2012.0,0.0011339384615384614,
Argo,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",44500000.0,232324128.0,7.1,3423,2012-10-11,62.01056,120.0,2012.0,5.220766921348314,
The Fugitive,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",44000000.0,368875760.0,7.2,1220,1993-08-06,54.884297,130.0,1993.0,8.38354,
The Bounty Hunter,"[{""id"": 28, ""name"": ""Action""}]",40000000.0,136000000.0,5.5,858,2010-03-16,33.747825,110.0,2010.0,3.4,
Sleepers,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",44000000.0,165615285.0,7.3,715,1996-10-18,16.245068,147.0,1996.0,3.76398375,
Rambo: First Blood Part II,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",44000000.0,300400432.0,6.3,864,1985-05-21,38.653969,96.0,1985.0,6.827282545454546,
The Juror,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",44000000.0,,5.5,89,1996-02-02,3.937352,118.0,1996.0,,
Pinocchio,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2600000.0,84300000.0,6.9,1355,1940-02-23,46.007991,88.0,1940.0,32.42307692307692,
Heaven's Gate,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",44000000.0,3484331.0,6.4,55,1980-11-19,5.380124,219.0,1980.0,0.07918934090909091,
Underworld: Evolution,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",50000000.0,111340801.0,6.4,1528,2006-01-12,49.020045,106.0,2006.0,2.22681602,
Victor Frankenstein,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",40000000.0,34227298.0,5.6,685,2015-11-10,24.821138,109.0,2015.0,0.85568245,
Finding Forrester,"[{""id"": 18, ""name"": ""Drama""}]",43000000.0,80049764.0,7.0,302,2000-12-21,19.043286,136.0,2000.0,1.861622418604651,
28 Days,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",43000000.0,,6.0,208,2000-04-06,5.418921,103.0,2000.0,,
Unleashed,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",45000000.0,50871113.0,6.6,518,2005-02-02,25.999888,103.0,2005.0,1.1304691777777778,
The Sweetest Thing,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",43000000.0,68696770.0,5.3,280,2002-04-12,18.65632,84.0,2002.0,1.5975993023255814,
The Firm,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",42000000.0,270248367.0,6.6,501,1993-06-30,23.736535,154.0,1993.0,6.434484928571429,
Charlie St. Cloud,"[{""id"": 18, ""name"": ""Drama""}]",44000000.0,48190704.0,6.8,566,2010-05-01,21.75433,99.0,2010.0,1.0952432727272727,
The Mechanic,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",40000000.0,51070807.0,6.3,1045,2011-01-13,44.094856,93.0,2011.0,1.276770175,
21 Jump Street,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",42000000.0,201585328.0,6.7,4074,2012-03-12,62.714026,109.0,2012.0,4.7996506666666665,
Notting Hill,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",42000000.0,363889678.0,7.0,1262,1999-05-13,28.969151,124.0,1999.0,8.664039952380952,
Chicken Run,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",45000000.0,224834564.0,6.5,1150,2000-06-21,31.789029,84.0,2000.0,4.996323644444445,
Along Came Polly,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",42000000.0,171963386.0,5.8,773,2004-01-16,33.238296,90.0,2004.0,4.094366333333333,
Boomerang,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",40000000.0,70100000.0,5.4,134,1992-06-30,6.420434,117.0,1992.0,1.7525,
The Heat,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",43000000.0,158674180.0,6.5,1575,2013-06-27,37.654688,117.0,2013.0,3.6900972093023254,
Cleopatra,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",31115000.0,71000000.0,6.7,146,1963-06-12,13.244365,248.0,1963.0,2.2818576249397395,
Here Comes the Boom,"[{""id"": 35, ""name"": ""Comedy""}]",,73100172.0,6.0,593,2012-10-11,26.799913,105.0,2012.0,,
High Crimes,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",42000000.0,63781810.0,6.1,184,2002-04-03,14.046705,115.0,2002.0,1.5186145238095239,
The Mirror Has Two Faces,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",42000000.0,,6.5,47,1996-11-15,3.844926,126.0,1996.0,,
The Mothman Prophecies,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",32000000.0,55157539.0,6.1,305,2002-01-25,14.733513,119.0,2002.0,1.72367309375,
Brüno,"[{""id"": 35, ""name"": ""Comedy""}]",42000000.0,,5.4,518,2009-07-08,16.122168,83.0,2009.0,,
Licence to Kill,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",32000000.0,156167015.0,5.9,541,1989-07-07,28.22119,133.0,1989.0,4.88021921875,
Red Riding Hood,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",42000000.0,89162162.0,5.6,922,2011-03-11,45.151657,100.0,2011.0,2.122908619047619,
15 Minutes,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",60000000.0,56359980.0,5.7,191,2001-03-01,15.205371,120.0,2001.0,0.939333,
